land_size,crop_type,fertilizer_type,season,month,recommended_quantity,requested_quantity,quantity_ratio,days_since_last_purchase,purchase_count_30d,previous_fraud_count,retailer_risk_score,village_risk_score,otp_verified,officer_approved,transaction_hour,is_repeat_purchase,is_fraud
2.7,sunflower,Urea,Summer,5,121.5,85.68,0.7052,166,4,0,0.54,0.03,1,0,7,1,0
4.1,groundnut,SSP,Kharif,6,410.0,442.63,1.0796,331,6,0,0.73,0.17,0,1,10,1,1
7.6,sugarcane,Urea,Kharif,9,988.0,536.8,0.5433,132,2,0,0.77,0.27,1,0,12,1,0
10.1,sunflower,Urea,Summer,4,454.5,516.21,1.1358,304,5,0,0.96,0.38,1,1,14,1,1
8.5,cotton,SSP,Summer,5,850.0,869.36,1.0228,363,0,2,0.22,0.28,1,0,6,0,0
5.1,paddy,DAP,Rabi,3,229.5,265.64,1.1575,359,5,2,0.01,0.27,1,1,15,1,1
9.5,wheat,MOP,Rabi,3,285.0,598.13,2.0987,190,3,0,0.83,0.84,0,0,16,1,1
5.4,groundnut,MOP,Rabi,3,162.0,89.79,0.5543,194,0,1,0.79,0.37,0,1,20,0,0
9.3,wheat,MOP,Summer,5,232.5,117.35,0.5047,33,4,3,0.62,0.65,0,1,12,1,1
7.0,paddy,MOP,Rabi,3,189.0,127.74,0.6759,187,1,0,0.83,0.88,1,0,15,0,0
10.5,groundnut,MOP,Kharif,8,346.5,287.88,0.8308,315,5,0,0.42,0.21,0,0,9,1,0
10.4,soybean,MOP,Kharif,7,343.2,1008.61,2.9388,216,3,0,0.73,0.03,0,0,19,1,1
6.6,wheat,MOP,Kharif,6,178.2,172.17,0.9662,207,3,1,0.77,0.96,1,1,12,1,1
1.4,soybean,Urea,Summer,4,21.0,14.02,0.6678,111,6,1,0.62,0.1,1,1,8,1,0
7.9,paddy,SSP,Rabi,1,711.0,1280.45,1.8009,331,1,3,0.91,0.94,1,1,12,0,1
3.7,maize,DAP,Kharif,10,203.5,244.55,1.2017,345,1,0,0.62,0.88,0,0,19,0,1
11.7,maize,MOP,Summer,5,292.5,322.14,1.1013,178,4,0,0.59,0.03,0,1,20,1,1
3.4,wheat,DAP,Rabi,1,170.0,333.45,1.9615,301,6,0,0.85,0.23,0,1,15,1,1
1.4,cotton,SSP,Rabi,3,154.0,191.36,1.2426,270,6,0,0.71,0.56,0,1,20,1,1
5.6,cotton,SSP,Kharif,6,672.0,787.61,1.172,260,3,0,0.81,0.96,0,1,19,1,1
9.9,soybean,SSP,Kharif,10,990.0,1092.01,1.103,53,3,0,0.55,0.64,0,1,12,1,1
8.7,soybean,MOP,Kharif,8,287.1,753.37,2.6241,224,1,0,0.72,0.21,1,1,11,0,0
1.3,sunflower,DAP,Kharif,8,65.0,61.86,0.9517,54,2,0,0.54,0.36,1,1,14,1,0
5.6,sugarcane,MOP,Kharif,10,375.2,595.85,1.5881,158,1,0,0.71,0.94,0,1,17,0,1
8.3,cotton,Urea,Rabi,11,581.0,651.28,1.121,17,5,1,0.81,0.03,0,1,17,1,1
1.3,groundnut,Urea,Kharif,8,26.0,28.79,1.1073,232,1,0,0.77,0.96,1,0,13,0,0
1.0,sunflower,DAP,Kharif,6,50.0,43.37,0.8673,342,1,1,0.42,0.36,0,1,7,0,0
1.2,sunflower,Urea,Kharif,6,66.0,170.99,2.5907,100,0,0,0.22,0.65,0,0,15,0,1
10.7,soybean,SSP,Rabi,12,963.0,630.27,0.6545,168,2,0,0.22,0.98,0,1,14,1,0
4.2,wheat,DAP,Kharif,9,189.0,531.21,2.8106,69,1,0,0.72,0.73,0,1,14,0,1
12.0,sugarcane,Urea,Rabi,1,1440.0,2420.81,1.6811,113,4,0,0.83,0.23,0,0,16,1,1
10.8,sugarcane,Urea,Rabi,1,1296.0,1140.18,0.8798,357,2,0,0.59,0.73,1,0,14,1,0
1.2,sunflower,SSP,Summer,4,96.0,62.87,0.6549,131,5,0,0.01,0.21,0,0,6,1,0
6.1,sunflower,DAP,Kharif,6,305.0,307.04,1.0067,1,1,0,0.85,0.73,1,0,8,0,1
7.9,sunflower,MOP,Kharif,8,260.7,256.99,0.9858,333,4,0,0.79,0.76,1,0,20,1,1
1.3,cotton,Urea,Kharif,6,104.0,251.35,2.4168,156,6,2,0.6,0.98,1,1,16,1,1
3.6,soybean,SSP,Kharif,10,360.0,901.8,2.505,71,6,1,0.03,0.64,0,1,12,1,1
9.8,sunflower,Urea,Summer,5,441.0,236.36,0.536,208,1,0,0.54,0.96,1,1,13,0,0
3.6,sugarcane,Urea,Rabi,3,432.0,406.64,0.9413,230,0,0,0.55,0.21,0,0,20,0,0
4.9,paddy,DAP,Summer,4,196.0,143.46,0.7319,94,1,0,0.16,0.64,1,1,11,0,0
3.4,wheat,SSP,Summer,4,272.0,224.3,0.8246,272,0,1,0.64,0.61,1,1,18,0,0
9.7,sunflower,SSP,Rabi,12,873.0,2486.07,2.8477,56,2,0,0.2,0.78,1,1,12,1,1
1.1,maize,DAP,Summer,5,49.5,52.06,1.0518,43,2,0,0.64,0.76,1,0,19,1,1
10.4,groundnut,Urea,Kharif,6,208.0,219.11,1.0534,243,4,0,0.74,0.17,0,0,15,1,1
2.9,groundnut,Urea,Kharif,8,58.0,81.72,1.409,217,3,0,0.34,0.28,1,0,8,1,1
3.3,soybean,DAP,Summer,4,132.0,114.15,0.8648,230,3,0,0.22,0.98,1,1,10,1,0
2.8,paddy,DAP,Rabi,1,126.0,92.71,0.7358,347,5,2,0.01,0.79,1,0,14,1,1
6.4,paddy,DAP,Kharif,8,320.0,235.39,0.7356,305,2,3,0.64,0.94,0,0,8,1,1
4.4,sunflower,DAP,Summer,4,176.0,169.15,0.9611,215,5,1,0.68,0.61,0,0,14,1,1
2.7,wheat,MOP,Rabi,3,81.0,181.66,2.2427,345,2,1,0.86,0.03,1,1,20,1,1
3.9,wheat,DAP,Summer,5,156.0,177.77,1.1395,144,1,0,0.64,0.03,0,0,7,0,0
6.8,sugarcane,DAP,Kharif,8,578.0,942.93,1.6314,223,6,0,0.09,0.99,0,1,19,1,1
7.2,paddy,SSP,Rabi,1,648.0,615.85,0.9504,346,4,2,0.22,0.65,1,1,20,1,1
8.9,sugarcane,Urea,Kharif,6,1157.0,857.15,0.7408,317,5,0,0.22,0.65,1,0,8,1,0
3.1,sunflower,SSP,Rabi,2,279.0,158.24,0.5672,51,2,1,0.74,0.28,0,1,6,1,0
4.5,sunflower,Urea,Kharif,8,247.5,238.12,0.9621,186,4,0,0.86,0.96,1,1,12,1,1
3.7,paddy,SSP,Kharif,6,370.0,205.81,0.5562,214,3,0,0.01,0.94,1,0,10,1,0
3.4,wheat,MOP,Rabi,1,102.0,76.71,0.752,1,2,0,0.54,0.88,1,0,17,1,1
5.6,maize,MOP,Rabi,12,151.2,371.93,2.4599,98,0,1,0.81,0.76,0,0,17,0,1
3.5,sugarcane,DAP,Kharif,10,297.5,855.55,2.8758,96,0,2,0.72,0.03,1,1,8,0,1
7.2,sugarcane,Urea,Summer,4,792.0,1976.98,2.4962,332,2,0,0.6,0.96,1,1,10,1,0
3.4,paddy,DAP,Kharif,9,170.0,195.94,1.1526,304,6,0,0.22,0.37,0,1,11,1,1
5.1,sunflower,MOP,Summer,4,137.7,145.9,1.0595,27,3,0,0.03,0.23,0,0,13,1,0
11.6,paddy,DAP,Kharif,9,580.0,306.3,0.5281,133,5,1,0.91,0.21,1,0,17,1,1
2.6,paddy,Urea,Kharif,9,169.0,180.85,1.0701,80,2,0,0.81,0.21,1,0,6,1,1
6.6,sugarcane,SSP,Rabi,12,1056.0,677.44,0.6415,68,3,0,0.55,0.88,1,0,17,1,0
5.7,sugarcane,Urea,Rabi,12,684.0,805.55,1.1777,34,6,0,0.91,0.17,1,1,15,1,1
6.4,wheat,MOP,Summer,5,160.0,177.74,1.1109,245,0,2,0.51,0.61,1,0,10,0,1
9.5,groundnut,DAP,Rabi,11,427.5,347.89,0.8138,214,2,0,0.71,0.1,0,1,20,1,0
9.3,wheat,SSP,Summer,4,744.0,575.3,0.7732,54,5,1,0.55,0.21,0,1,16,1,1
5.6,sugarcane,Urea,Kharif,6,728.0,610.42,0.8385,225,2,0,0.6,0.79,1,1,16,1,0
8.9,paddy,Urea,Rabi,12,489.5,272.07,0.5558,273,0,0,0.2,0.76,1,1,10,0,0
6.9,soybean,MOP,Summer,4,186.3,199.53,1.071,255,2,0,0.91,0.38,1,1,6,1,1
4.2,sunflower,MOP,Kharif,10,138.6,206.99,1.4934,251,4,2,0.85,0.98,1,1,10,1,1
1.2,groundnut,MOP,Kharif,10,39.6,33.75,0.8522,272,0,0,0.74,0.27,1,0,6,0,0
2.6,soybean,SSP,Rabi,2,234.0,203.52,0.8697,234,0,3,0.97,0.64,1,1,7,0,1
10.8,wheat,MOP,Summer,5,270.0,255.45,0.9461,21,2,2,0.81,0.64,0,1,17,1,1
4.2,wheat,Urea,Kharif,8,252.0,441.63,1.7525,46,3,0,0.34,0.03,1,1,17,1,0
2.5,groundnut,SSP,Kharif,8,250.0,240.72,0.9629,287,5,0,0.09,0.27,1,0,20,1,0
11.2,paddy,SSP,Kharif,9,1120.0,1339.05,1.1956,269,4,0,0.83,0.21,0,1,14,1,1
11.1,groundnut,Urea,Summer,4,166.5,353.23,2.1215,196,4,2,0.79,0.28,1,1,7,1,1
10.2,groundnut,DAP,Rabi,11,459.0,284.11,0.619,169,5,3,0.03,0.27,1,1,6,1,1
7.7,sunflower,DAP,Kharif,10,385.0,298.02,0.7741,72,2,0,0.72,0.64,1,1,19,1,0
1.0,groundnut,SSP,Summer,5,80.0,95.41,1.1927,86,4,0,0.34,0.37,1,0,11,1,1
3.2,maize,SSP,Rabi,3,320.0,357.25,1.1164,199,2,0,0.2,0.21,1,1,20,1,0
11.6,cotton,Urea,Rabi,12,812.0,1300.88,1.6021,207,6,1,0.96,0.99,1,0,7,1,1
11.7,soybean,Urea,Kharif,10,234.0,260.93,1.1151,247,3,0,0.68,0.73,1,0,16,1,1
3.1,cotton,MOP,Kharif,9,124.0,143.82,1.1598,100,0,0,0.22,0.27,1,1,18,0,0
11.5,paddy,DAP,Rabi,11,517.5,909.49,1.7575,187,6,1,0.81,0.37,1,0,19,1,1
3.2,wheat,Urea,Kharif,8,192.0,96.54,0.5028,211,4,0,0.74,0.76,1,1,8,1,1
11.6,cotton,MOP,Kharif,7,464.0,597.03,1.2867,173,2,2,0.96,0.96,0,1,16,1,1
10.6,wheat,Urea,Rabi,2,689.0,948.47,1.3766,201,4,2,0.34,0.76,0,0,19,1,1
11.0,paddy,Urea,Summer,5,550.0,595.84,1.0833,142,0,0,0.42,0.76,1,0,18,0,0
11.5,paddy,SSP,Kharif,6,1150.0,751.15,0.6532,247,6,1,0.79,0.84,1,0,13,1,1
6.4,maize,DAP,Rabi,3,320.0,750.37,2.3449,166,0,0,0.71,0.84,0,0,14,0,1
7.8,sunflower,MOP,Kharif,6,257.4,239.12,0.929,154,1,0,0.81,0.37,1,0,14,0,0
10.0,sugarcane,MOP,Kharif,7,670.0,1946.53,2.9053,1,3,0,0.42,0.65,1,0,13,1,1
10.5,sunflower,Urea,Summer,5,472.5,275.41,0.5829,240,0,2,0.22,0.56,1,0,17,0,0
4.9,cotton,DAP,Rabi,11,269.5,401.31,1.4891,352,3,1,0.58,0.88,1,1,17,1,1
4.5,cotton,MOP,Rabi,11,157.5,133.84,0.8498,80,6,0,0.03,0.61,1,1,19,1,0
11.6,paddy,DAP,Kharif,10,580.0,450.0,0.7759,226,6,2,0.34,0.1,1,1,8,1,1
3.1,paddy,SSP,Summer,4,248.0,270.21,1.0895,210,6,2,0.01,0.36,1,1,9,1,1
2.8,paddy,MOP,Kharif,9,92.4,60.81,0.6581,104,5,0,0.16,0.65,1,1,20,1,0
4.4,groundnut,MOP,Kharif,6,145.2,240.48,1.6562,192,0,1,0.81,0.78,1,1,17,0,1
1.3,wheat,SSP,Kharif,6,117.0,115.6,0.988,285,6,0,0.81,0.61,1,0,9,1,1
2.1,soybean,MOP,Summer,5,56.7,132.73,2.3409,157,0,0,0.81,0.23,0,0,11,0,1
4.0,cotton,Urea,Rabi,12,280.0,201.65,0.7202,182,1,3,0.79,0.36,1,0,8,0,1
6.5,soybean,MOP,Rabi,2,195.0,569.51,2.9206,128,4,0,0.58,0.21,1,0,18,1,1
10.2,groundnut,DAP,Kharif,6,510.0,345.66,0.6778,107,3,0,0.09,0.17,0,0,17,1,0
6.8,sunflower,SSP,Rabi,1,612.0,695.47,1.1364,144,3,1,0.34,0.99,0,1,6,1,1
2.2,paddy,SSP,Kharif,6,220.0,119.8,0.5446,246,1,0,0.03,0.99,1,1,15,0,0
1.3,sunflower,SSP,Kharif,6,130.0,71.47,0.5498,169,3,0,0.54,0.27,1,0,10,1,0
6.5,wheat,MOP,Kharif,8,175.5,300.0,1.7094,321,5,0,0.73,0.03,1,1,18,1,1
5.6,soybean,MOP,Summer,4,151.2,121.66,0.8046,42,3,1,0.73,0.37,1,0,14,1,0
3.5,paddy,Urea,Rabi,12,192.5,195.07,1.0133,173,1,1,0.54,0.23,1,0,6,0,0
2.8,sunflower,Urea,Kharif,8,154.0,412.15,2.6763,95,0,0,0.2,0.61,1,1,14,0,0
11.5,groundnut,SSP,Rabi,3,1035.0,1181.77,1.1418,158,3,1,0.59,0.98,1,1,17,1,1
3.3,soybean,SSP,Kharif,6,330.0,284.1,0.8609,7,6,0,0.68,0.38,1,0,16,1,0
3.3,soybean,Urea,Rabi,3,59.4,65.13,1.0964,319,4,0,0.77,0.76,1,0,7,1,1
7.0,sunflower,Urea,Rabi,2,350.0,400.61,1.1446,42,4,3,0.2,0.1,1,0,7,1,1
11.8,sunflower,MOP,Kharif,8,389.4,228.83,0.5876,251,6,0,0.96,0.78,1,1,10,1,1
3.8,soybean,SSP,Rabi,3,342.0,267.41,0.7819,364,1,0,0.77,0.21,0,0,13,0,0
7.1,groundnut,SSP,Kharif,6,710.0,1874.83,2.6406,41,3,0,0.03,0.38,1,1,9,1,0
4.2,groundnut,MOP,Rabi,11,126.0,85.57,0.6791,23,4,0,0.86,0.76,1,1,7,1,1
9.1,sunflower,Urea,Kharif,6,500.5,361.62,0.7225,172,4,0,0.79,0.94,1,1,17,1,1
6.4,sunflower,DAP,Summer,5,256.0,258.78,1.0109,268,3,1,0.58,0.61,1,1,7,1,0
9.7,sunflower,MOP,Kharif,9,320.1,224.07,0.7,178,1,0,0.03,0.94,1,1,15,0,0
5.6,wheat,SSP,Rabi,11,560.0,648.56,1.1581,275,6,0,0.74,0.37,1,0,11,1,1
8.8,wheat,SSP,Kharif,9,792.0,1192.98,1.5063,97,4,1,0.68,0.84,1,1,17,1,1
0.9,soybean,SSP,Rabi,2,81.0,50.2,0.6198,183,5,2,0.55,0.96,1,1,13,1,1
3.0,groundnut,Urea,Rabi,12,54.0,51.95,0.9619,146,6,0,0.54,0.1,1,1,20,1,0
1.6,paddy,Urea,Kharif,9,104.0,122.92,1.182,250,4,0,0.16,0.78,1,0,12,1,1
9.7,paddy,DAP,Rabi,3,436.5,309.53,0.7091,117,3,1,0.77,0.94,1,1,10,1,1
7.3,sunflower,MOP,Rabi,11,219.0,154.57,0.7058,186,3,0,0.83,0.56,1,1,16,1,0
6.3,paddy,DAP,Kharif,9,315.0,350.58,1.113,199,0,0,0.03,0.61,0,1,18,0,0
8.4,groundnut,MOP,Kharif,6,277.2,215.98,0.7792,172,3,0,0.62,0.1,0,0,20,1,0
2.1,maize,MOP,Kharif,8,69.3,121.05,1.7467,158,3,0,0.91,0.36,1,1,6,1,1
10.6,sunflower,DAP,Summer,4,424.0,365.99,0.8632,138,0,2,0.03,0.27,1,0,19,0,0
4.2,paddy,SSP,Rabi,2,378.0,457.75,1.211,340,0,0,0.86,0.99,0,1,14,0,1
7.6,paddy,SSP,Kharif,9,760.0,566.67,0.7456,334,3,1,0.54,0.17,1,1,14,1,0
7.3,wheat,Urea,Rabi,12,474.5,384.93,0.8112,223,6,0,0.59,0.03,0,0,10,1,0
5.4,groundnut,SSP,Rabi,3,486.0,473.54,0.9744,325,3,0,0.03,0.21,0,0,12,1,0
10.1,wheat,DAP,Summer,5,404.0,336.14,0.832,98,3,0,0.34,0.28,1,0,12,1,0
1.1,sugarcane,Urea,Summer,5,121.0,135.45,1.1194,289,0,0,0.03,0.76,0,0,15,0,0
4.7,sunflower,Urea,Kharif,10,258.5,368.62,1.426,78,1,0,0.97,0.21,0,0,10,0,1
6.2,paddy,SSP,Kharif,9,620.0,1028.15,1.6583,249,4,0,0.83,0.23,1,1,16,1,1
9.3,groundnut,Urea,Rabi,3,167.4,185.13,1.1059,75,0,0,0.62,0.98,1,0,11,0,0
9.3,wheat,Urea,Rabi,12,604.5,674.96,1.1166,151,0,0,0.62,0.37,0,1,12,0,0
4.0,soybean,Urea,Kharif,6,80.0,84.65,1.0581,306,1,0,0.58,0.79,1,1,17,0,0
2.2,cotton,Urea,Kharif,8,176.0,199.99,1.1363,263,6,0,0.81,0.21,1,0,17,1,1
1.2,groundnut,DAP,Kharif,6,60.0,34.28,0.5713,294,1,0,0.09,0.21,0,0,18,0,0
11.3,sugarcane,DAP,Rabi,12,904.0,1017.37,1.1254,135,0,0,0.01,0.99,1,0,8,0,0
8.2,groundnut,SSP,Kharif,10,820.0,2140.15,2.6099,247,3,0,0.34,0.88,1,1,13,1,1
1.1,soybean,MOP,Kharif,9,36.3,21.97,0.6052,209,6,0,0.81,0.17,1,1,10,1,0
3.3,sunflower,MOP,Kharif,9,108.9,79.85,0.7333,222,5,0,0.64,0.98,0,1,20,1,0
8.0,cotton,DAP,Kharif,8,480.0,575.37,1.1987,290,4,1,0.55,0.65,0,1,19,1,1
4.7,cotton,SSP,Rabi,3,517.0,437.07,0.8454,195,4,1,0.54,0.21,1,1,20,1,1
10.1,sugarcane,DAP,Kharif,8,858.5,835.83,0.9736,129,6,1,0.68,0.94,1,1,7,1,1
10.7,sugarcane,DAP,Rabi,3,856.0,654.22,0.7643,21,0,2,0.54,0.17,0,1,13,0,0
11.3,cotton,DAP,Kharif,7,678.0,777.91,1.1474,268,0,0,0.51,0.84,0,0,15,0,1
9.3,cotton,MOP,Kharif,10,372.0,606.33,1.6299,259,3,0,0.97,0.98,1,0,20,1,1
5.0,sugarcane,DAP,Kharif,8,425.0,432.21,1.017,337,5,0,0.51,0.23,0,1,10,1,0
6.1,soybean,DAP,Kharif,7,305.0,357.31,1.1715,350,0,3,0.09,0.56,1,1,8,0,1
10.8,cotton,DAP,Rabi,3,594.0,344.48,0.5799,3,6,0,0.03,0.1,1,1,8,1,0
10.4,sugarcane,MOP,Kharif,9,696.8,1686.58,2.4205,255,4,0,0.81,0.73,0,0,12,1,1
10.9,groundnut,SSP,Summer,4,872.0,495.29,0.568,182,2,0,0.77,0.88,1,0,12,1,1
3.4,maize,Urea,Rabi,3,204.0,469.29,2.3004,98,6,0,0.03,0.76,1,1,20,1,1
11.9,paddy,SSP,Rabi,11,1071.0,1140.69,1.0651,74,2,2,0.22,0.61,0,1,19,1,1
9.1,maize,MOP,Kharif,7,300.3,165.89,0.5524,189,1,0,0.34,0.38,0,0,13,0,0
4.6,maize,Urea,Kharif,10,322.0,497.0,1.5435,316,2,0,0.83,0.73,1,0,8,1,1
8.6,maize,DAP,Kharif,10,473.0,1414.5,2.9905,173,1,1,0.77,0.61,1,1,20,0,1
1.7,paddy,DAP,Rabi,1,76.5,88.02,1.1506,220,3,0,0.85,0.28,1,0,11,1,0
8.5,cotton,MOP,Kharif,7,340.0,312.21,0.9183,176,4,0,0.03,0.76,1,0,8,1,0
2.5,paddy,DAP,Rabi,12,112.5,96.63,0.8589,272,2,0,0.22,0.79,1,1,17,1,0
9.5,paddy,DAP,Kharif,7,475.0,313.17,0.6593,189,0,0,0.01,0.21,1,1,7,0,0
8.5,groundnut,MOP,Kharif,10,280.5,202.96,0.7236,11,4,0,0.09,0.21,1,1,16,1,0
11.2,sunflower,Urea,Rabi,12,560.0,664.71,1.187,52,1,2,0.16,0.03,1,0,10,0,1
2.6,groundnut,Urea,Rabi,11,46.8,33.12,0.7076,196,6,0,0.77,0.03,1,1,10,1,0
4.2,sunflower,MOP,Kharif,6,138.6,156.07,1.126,85,1,1,0.22,0.36,1,0,6,0,0
1.2,paddy,SSP,Rabi,1,108.0,64.87,0.6006,81,3,0,0.58,0.99,1,1,15,1,0
0.7,groundnut,MOP,Rabi,3,21.0,35.64,1.6969,263,2,0,0.01,0.73,1,1,10,1,1
0.9,cotton,Urea,Kharif,6,72.0,67.87,0.9426,242,0,2,0.73,0.17,1,0,6,0,1
4.5,paddy,MOP,Summer,5,112.5,265.33,2.3585,315,3,0,0.59,0.21,1,1,14,1,0
2.8,wheat,DAP,Kharif,7,126.0,96.19,0.7634,2,2,0,0.42,0.56,1,1,20,1,0
5.3,paddy,MOP,Kharif,7,174.9,207.24,1.1849,264,6,0,0.2,0.96,1,1,14,1,1
7.5,sunflower,DAP,Kharif,7,375.0,302.65,0.8071,283,3,0,0.51,0.37,1,1,13,1,0
2.8,groundnut,MOP,Summer,5,75.6,41.92,0.5545,194,1,0,0.72,0.38,1,1,11,0,0
10.4,groundnut,MOP,Kharif,9,343.2,929.2,2.7075,249,2,0,0.72,0.76,1,0,10,1,1
5.2,sugarcane,Urea,Summer,5,572.0,400.46,0.7001,24,3,0,0.77,0.65,1,0,7,1,0
4.8,soybean,DAP,Kharif,9,240.0,165.66,0.6902,270,6,0,0.59,0.21,1,0,14,1,0
2.5,soybean,MOP,Rabi,1,75.0,182.74,2.4365,300,0,1,0.83,0.23,1,1,16,0,1
0.8,cotton,DAP,Rabi,11,44.0,38.23,0.8689,2,6,0,0.54,0.03,1,1,11,1,1
7.8,groundnut,DAP,Rabi,3,351.0,1002.53,2.8562,101,2,0,0.77,0.27,1,1,6,1,1
10.4,wheat,MOP,Rabi,11,312.0,329.09,1.0548,163,2,0,0.51,0.61,1,0,10,1,0
7.7,groundnut,SSP,Kharif,8,770.0,1767.71,2.2957,283,1,1,0.91,0.79,1,1,14,0,1
8.4,paddy,DAP,Kharif,8,420.0,404.19,0.9624,221,4,0,0.34,0.28,1,1,6,1,0
2.6,maize,SSP,Rabi,11,260.0,244.56,0.9406,303,5,0,0.62,0.99,1,1,9,1,1
10.1,soybean,DAP,Kharif,9,505.0,557.55,1.1041,301,0,0,0.81,0.21,1,1,19,0,0
4.0,groundnut,DAP,Rabi,1,180.0,156.8,0.8711,256,5,0,0.54,0.27,1,1,14,1,0
4.6,paddy,Urea,Kharif,9,299.0,206.8,0.6916,235,4,0,0.16,0.21,1,1,8,1,0
2.8,wheat,DAP,Kharif,9,126.0,137.82,1.0938,240,0,0,0.97,0.98,1,1,14,0,0
10.3,soybean,MOP,Rabi,12,309.0,281.27,0.9102,22,2,0,0.42,0.38,0,1,16,1,0
6.7,cotton,MOP,Kharif,8,268.0,298.94,1.1155,288,3,2,0.03,0.17,1,0,14,1,1
6.2,soybean,Urea,Rabi,12,111.6,82.19,0.7365,365,2,0,0.6,0.61,1,1,20,1,0
1.7,paddy,Urea,Rabi,11,93.5,104.77,1.1205,237,3,0,0.22,0.23,1,1,16,1,0
11.8,sunflower,SSP,Kharif,10,1180.0,757.49,0.6419,352,2,0,0.62,0.17,1,0,13,1,0
3.9,sunflower,MOP,Rabi,11,117.0,69.54,0.5943,71,3,1,0.81,0.76,0,1,18,1,1
6.3,cotton,SSP,Rabi,1,693.0,767.74,1.1079,155,5,0,0.81,0.21,1,0,20,1,1
5.2,groundnut,MOP,Kharif,8,171.6,199.44,1.1622,240,0,0,0.77,0.76,1,1,10,0,0
11.8,soybean,MOP,Summer,5,318.6,848.35,2.6627,91,6,0,0.97,0.79,1,1,12,1,1
9.8,maize,MOP,Rabi,1,264.6,463.51,1.7517,7,1,0,0.81,0.96,0,0,10,0,1
10.1,sugarcane,MOP,Rabi,11,606.0,699.83,1.1548,43,4,3,0.64,0.38,0,1,19,1,1
10.4,paddy,DAP,Summer,5,416.0,428.91,1.031,287,4,0,0.81,0.27,0,1,16,1,0
1.5,sugarcane,DAP,Rabi,12,120.0,260.38,2.1698,64,5,2,0.58,0.98,1,1,9,1,1
5.8,sugarcane,Urea,Kharif,6,754.0,1759.92,2.3341,297,1,0,0.81,0.17,1,0,15,0,1
10.5,soybean,MOP,Kharif,6,346.5,707.21,2.041,255,3,3,0.74,0.78,1,1,18,1,1
6.4,wheat,SSP,Summer,5,512.0,561.74,1.0972,277,6,0,0.68,0.98,1,1,12,1,1
6.5,groundnut,Urea,Rabi,1,117.0,137.72,1.1771,27,4,1,0.83,0.65,0,0,17,1,1
3.3,cotton,MOP,Kharif,10,132.0,142.7,1.081,308,1,0,0.34,0.1,0,1,13,0,0
7.3,cotton,MOP,Rabi,2,255.5,269.33,1.0541,166,1,2,0.58,0.36,0,0,9,0,1
1.9,groundnut,DAP,Rabi,12,85.5,54.0,0.6316,123,0,3,0.22,0.73,0,0,15,0,1
2.4,soybean,Urea,Kharif,10,48.0,61.8,1.2874,215,0,1,0.96,0.79,0,0,20,0,1
4.6,sunflower,DAP,Rabi,11,207.0,163.55,0.7901,352,3,0,0.72,0.27,1,0,12,1,0
4.7,cotton,Urea,Kharif,8,376.0,191.48,0.5092,267,3,0,0.74,0.65,1,1,20,1,0
8.5,soybean,MOP,Kharif,7,280.5,644.52,2.2978,19,2,0,0.03,0.94,1,1,18,1,1
1.5,sugarcane,DAP,Summer,4,112.5,128.96,1.1463,251,0,1,0.03,0.23,1,1,19,0,0
4.6,groundnut,DAP,Kharif,8,230.0,247.01,1.0739,186,4,0,0.74,0.03,1,1,16,1,1
9.5,wheat,SSP,Kharif,8,855.0,959.69,1.1224,147,2,0,0.42,0.94,1,0,20,1,0
2.1,paddy,DAP,Kharif,6,105.0,119.23,1.1355,128,1,0,0.58,0.03,0,0,17,0,0
3.3,sunflower,Urea,Summer,5,148.5,165.35,1.1135,80,1,3,0.42,0.64,1,0,20,0,1
8.3,groundnut,DAP,Rabi,1,373.5,349.83,0.9366,300,4,0,0.03,0.73,1,1,6,1,0
10.5,cotton,MOP,Rabi,3,367.5,351.13,0.9555,5,5,0,0.03,0.1,1,1,6,1,0
2.1,sugarcane,Urea,Rabi,2,252.0,375.24,1.4891,73,2,0,0.54,0.88,0,1,10,1,1
2.3,maize,Urea,Kharif,7,161.0,176.18,1.0943,167,4,0,0.09,0.27,1,0,17,1,0
1.2,sugarcane,Urea,Rabi,2,144.0,216.72,1.505,349,1,0,0.09,0.84,1,1,8,0,0
9.3,soybean,MOP,Rabi,12,279.0,277.26,0.9938,185,3,0,0.79,0.36,1,1,7,1,0
3.4,groundnut,SSP,Summer,4,272.0,202.72,0.7453,42,3,0,0.81,0.21,0,1,10,1,0
2.2,maize,DAP,Rabi,2,110.0,74.41,0.6764,96,2,0,0.86,0.65,0,1,14,1,0
6.5,paddy,Urea,Kharif,6,422.5,252.18,0.5969,24,3,1,0.71,0.78,0,0,10,1,1
7.0,soybean,MOP,Kharif,6,231.0,188.34,0.8153,218,2,0,0.86,0.88,1,1,6,1,1
6.7,soybean,Urea,Kharif,9,134.0,94.42,0.7047,349,2,0,0.79,0.21,0,0,13,1,0
8.3,cotton,SSP,Rabi,3,913.0,1002.41,1.0979,158,0,0,0.71,0.03,1,1,17,0,0
1.2,cotton,Urea,Summer,4,78.0,89.04,1.1416,17,5,0,0.72,0.96,1,0,6,1,1
7.5,sugarcane,Urea,Summer,5,825.0,1631.69,1.9778,182,1,3,0.86,0.1,0,0,11,0,1
5.5,cotton,DAP,Kharif,6,330.0,201.3,0.61,195,4,3,0.09,0.78,1,0,7,1,1
4.2,groundnut,SSP,Summer,4,336.0,401.95,1.1963,6,5,0,0.73,0.96,1,0,8,1,1
